car,price,body,mileage,engV,engType,registration,year,drive
Skoda,11300.0,Sedan,80,1.8,Petrol,yes,2008,Front
UAZ,5500.0,Crossover,1,2.4,Petrol,yes,2016,Full
Chery,4800.0,Sedan,86,2.0,Gas,yes,2008,Front
Mercedes-Benz,41000.0,Van,55,3.0,Diesel,yes,2011,Rear
Ford,1099.0,Other,333,1.6,Petrol,yes,1987,Rear
Nissan,5800.0,Sedan,241,2.0,Petrol,yes,2004,Front
Land Rover,81500.0,Crossover,45,5.0,Petrol,yes,2013,Full
Mazda,6500.0,Other,135,1.3,Petrol,yes,2004,Rear
Lancia,1950.0,Sedan,1,2.5,Diesel,yes,1990,Front
Hyundai,7200.0,Van,125,1.5,Diesel,yes,2007,Front
Daewoo,4299.0,Sedan,140,1.5,Gas,yes,2008,Front
Mercedes-Benz,14500.0,Van,205,2.2,Diesel,yes,2012,Unknown
Mercedes-Benz,7500.0,Sedan,319,3.2,Gas,yes,1997,Rear
Volkswagen,10600.0,Sedan,118,1.8,Petrol,yes,2008,Front
Mercedes-Benz,85000.0,Van,3,2.2,Diesel,yes,2016,Full
Ford,13500.0,Sedan,65,2.3,Petrol,yes,2009,Front
Toyota,8800.0,Crossover,388,4.2,Diesel,yes,1997,Full
Hyundai,5300.0,Other,186,1.3,Petrol,yes,2005,Front
ZAZ,1250.0,Other,165,1.2,Gas,yes,2004,Front
Mazda,12750.0,Sedan,110,2.65,Petrol,yes,2010,Front
Volkswagen,4500.0,Sedan,230,2.0,Gas,yes,1996,Front
Mercedes-Benz,11400.0,Van,174,2.2,Diesel,yes,2012,Rear
Toyota,18800.0,Vagon,89,1.8,Petrol,yes,2012,Front
Mazda,4900.0,Hatch,280,2.0,Gas,yes,1998,Front
Mercedes-Benz,46900.0,Other,10,2.2,Diesel,yes,2012,Rear
Hyundai,18500.0,Crossover,72,2.0,Gas,yes,2011,Full
Mitsubishi,7000.0,Sedan,99,1.6,Petrol,yes,2005,Front
Nissan,7600.0,Hatch,88,1.2,Petrol,yes,2008,Front
Mercedes-Benz,4500.0,Van,180,2.3,Diesel,yes,1998,Front
Volkswagen,10000.0,Van,283,2.5,Diesel,yes,2005,Front
BMW,0.0,Sedan,65,2.0,Petrol,yes,2012,Rear
Nissan,3000.0,Hatch,500,2.0,Petrol,yes,1991,Front
Lexus,4400.0,Crossover,215,3.0,Gas,no,2000,Full
Renault,7600.0,Sedan,97,1.6,Petrol,yes,2008,Front
GAZ,6500.0,Sedan,80,2.65,Other,yes,1979,Unknown
Volkswagen,14700.0,Sedan,97,1.4,Gas,yes,2012,Front
Renault,7150.0,Vagon,1,1.5,Diesel,yes,2005,Front
BMW,45000.0,Crossover,80,3.0,Petrol,yes,2011,Full
Toyota,9800.0,Sedan,178,1.8,Petrol,yes,2007,Front
Nissan,3330.0,Crossover,350,3.3,Gas,no,2000,Full
Skoda,12226.5,Crossover,83,1.2,Petrol,yes,2012,Front
VAZ,3800.0,Sedan,1,1.6,Petrol,yes,2008,Front
Mercedes-Benz,11000.0,Crossover,148,3.2,Petrol,yes,2001,Full
Opel,2500.0,Vagon,400,1.4,Petrol,yes,1991,Front
Fiat,9800.0,Van,185,2.0,Diesel,yes,2009,Front
Volkswagen,1900.0,Sedan,297,1.6,Petrol,yes,1987,Front
BMW,28000.0,Sedan,127,2.5,Petrol,yes,2010,Rear
Renault,0.0,Vagon,180,1.5,Diesel,yes,2011,Front
Daewoo,4500.0,Sedan,27,1.3,Petrol,yes,2005,Front
VAZ,1800.0,Hatch,80,1.5,Gas,yes,1997,Front
Skoda,0.0,Vagon,106,1.6,Diesel,yes,2011,Front
Honda,25000.0,Crossover,20,2.0,Petrol,yes,2012,Full
Volkswagen,65000.0,Crossover,24,2.65,Other,yes,2015,Unknown
Volkswagen,6500.0,Sedan,74,2.0,Petrol,no,2011,Front
Nissan,17000.0,Hatch,25,2.65,Other,yes,2014,Front
Nissan,15300.0,Hatch,33,2.65,Other,yes,2014,Front
Subaru,15590.0,Crossover,115,3.6,Petrol,yes,2008,Full
Kia,5000.0,Sedan,220,2.0,Petrol,yes,2002,Front
Lifan,4300.0,Hatch,76,1.3,Petrol,yes,2013,Unknown
Volkswagen,11000.0,Van,282,2.5,Diesel,yes,2006,Front
Toyota,10100.0,Other,83,1.6,Other,yes,2008,Front
Audi,3500.0,Vagon,250,2.5,Diesel,no,1998,Front
Kia,23500.0,Crossover,125,2.2,Diesel,yes,2012,Full
Ford,10800.0,Hatch,86,1.4,Gas,yes,2011,Front
Ford,9200.0,Hatch,122,1.8,Diesel,yes,2008,Front
Renault,8800.0,Van,250,1.9,Diesel,yes,2006,Front
Lexus,10800.0,Sedan,183,3.3,Gas,yes,2003,Front
Renault,11900.0,Van,143,2.0,Diesel,yes,2009,Front
Nissan,7900.0,Crossover,218,2.5,Petrol,yes,2003,Full
VAZ,1999.0,Hatch,100,1.45,Petrol,yes,2001,Front
Mercedes-Benz,34999.0,Other,85,5.5,Petrol,yes,2008,Rear
Mercedes-Benz,70500.0,Crossover,99,5.5,Petrol,yes,2009,Full
Mitsubishi,11500.0,Crossover,170,3.0,Gas,yes,2005,Full
BMW,23500.0,Crossover,180,4.8,Petrol,yes,2008,Full
Hyundai,8900.0,Crossover,160,2.0,Diesel,yes,2006,Full
Hyundai,13999.0,Sedan,9,1.4,Diesel,yes,2014,Front
Volkswagen,12300.0,Hatch,62,1.4,Petrol,yes,2012,Front
Volkswagen,10500.0,Van,170,1.6,Diesel,yes,2013,Front
Ford,21500.0,Other,175,6.0,Other,yes,2004,Unknown
Skoda,7500.0,Sedan,135,1.4,Petrol,yes,2010,Front
Daewoo,5700.0,Sedan,178,1.6,Gas,yes,2003,Front
Renault,8250.0,Van,66,1.5,Diesel,yes,2014,Front
Daewoo,3400.0,Hatch,90,0.8,Petrol,yes,2006,Front
Mazda,14200.0,Crossover,107,2.3,Petrol,yes,2008,Full
Ford,7000.0,Van,137,1.8,Diesel,yes,2011,Front
Peugeot,5900.0,Hatch,190,2.65,Gas,yes,2008,Front
Volkswagen,11500.0,Van,210,2.0,Diesel,yes,2012,Front
Volkswagen,2700.0,Hatch,400,1.8,Gas,yes,1989,Front
Hyundai,9000.0,Crossover,170,2.0,Petrol,yes,2008,Front
Toyota,9200.0,Sedan,250,2.4,Gas,yes,2003,Front
Ford,3000.0,Van,280,2.0,Diesel,yes,2004,Front
Skoda,8500.0,Hatch,68,1.4,Petrol,yes,2012,Front
Lexus,17000.0,Sedan,157,3.0,Petrol,yes,2007,Rear
Opel,9350.0,Van,143,2.0,Other,yes,2011,Front
Mercedes-Benz,13200.0,Other,196,2.2,Other,yes,2012,Unknown
Mitsubishi,6900.0,Sedan,122,1.6,Petrol,yes,2008,Front
Toyota,11500.0,Van,161,2.5,Diesel,yes,2002,Rear
Volkswagen,11800.0,Van,218,1.9,Diesel,yes,2008,Front
BMW,21700.0,Crossover,101,2.5,Gas,yes,2007,Full
Nissan,7800.0,Sedan,118,1.6,Petrol,yes,2008,Unknown
Volkswagen,2300.0,Vagon,200,1.9,Diesel,no,1999,Front
Mercedes-Benz,2200.0,Sedan,168,2.0,Petrol,no,1994,Rear
VAZ,950.0,Sedan,76,1.3,Petrol,yes,1983,Rear
Smart,3999.0,Hatch,171,0.6,Petrol,yes,2002,Rear
Chevrolet,4500.0,Sedan,104,1.5,Petrol,yes,2005,Front
Mercedes-Benz,2900.0,Other,248,2.0,Petrol,no,1999,Rear
BMW,15250.0,Other,144,3.0,Petrol,yes,2004,Rear
BMW,10600.0,Sedan,285,2.0,Diesel,yes,2007,Unknown
Mazda,7200.0,Sedan,152,1.6,Petrol,yes,2007,Front
Mercedes-Benz,11300.0,Other,220,3.2,Diesel,yes,2003,Rear
Mercedes-Benz,5500.0,Sedan,440,2.0,Petrol,yes,1978,Rear
BMW,26900.0,Crossover,140,4.8,Petrol,yes,2009,Full
Honda,4599.0,Hatch,210,1.4,Gas,yes,1998,Front
Land Rover,96000.0,Crossover,47,4.4,Diesel,yes,2013,Full
Nissan,19451.25,Crossover,0,1.6,Petrol,yes,2016,Front
Volkswagen,14900.0,Vagon,165,1.4,Petrol,yes,2013,Front
Renault,7700.0,Sedan,100,1.6,Gas,yes,2008,Front
Honda,8900.0,Sedan,124,1.8,Petrol,yes,2007,Front
Volkswagen,19000.0,Vagon,185,2.0,Diesel,yes,2011,Front
Porsche,47900.0,Crossover,140,4.8,Petrol,yes,2011,Full
Geely,4900.0,Sedan,17,1.5,Petrol,yes,2013,Unknown
Mercedes-Benz,0.0,Sedan,240,2.2,Diesel,yes,2001,Rear
Subaru,8000.0,Crossover,142,2.65,Other,yes,2007,Full
Ford,5700.0,Van,216,1.8,Diesel,yes,2010,Front
Peugeot,7250.0,Hatch,153,2.0,Gas,yes,2005,Front
Volkswagen,3200.0,Sedan,367,2.0,Petrol,yes,1991,Front
Opel,2200.0,Vagon,210,2.5,Diesel,no,2001,Rear
Nissan,16500.0,Sedan,2,2.65,Other,yes,2015,Front
Mitsubishi,8400.0,Crossover,100,3.2,Diesel,yes,2011,Full
Ford,8950.0,Sedan,86,1.6,Petrol,yes,2011,Front
Ford,12000.0,Sedan,130,2.5,Gas,yes,2008,Front
Opel,0.0,Van,160,1.4,Gas,yes,2009,Front
Geely,8499.0,Sedan,46,1.5,Gas,yes,2013,Front
VAZ,1300.0,Sedan,100,1.6,Petrol,yes,1992,Rear
Volkswagen,17900.0,Crossover,130,3.6,Gas,yes,2007,Full
VAZ,1100.0,Sedan,98,1.5,Gas,yes,1982,Rear
Skoda,0.0,Vagon,320,1.9,Diesel,no,1999,Front
Mercedes-Benz,7000.0,Other,260,2.2,Diesel,yes,2000,Front
SsangYong,12900.0,Crossover,159,2.7,Diesel,yes,2008,Full
Mercedes-Benz,15800.0,Sedan,231,3.5,Gas,yes,2005,Rear
Volkswagen,6000.0,Van,460,1.9,Diesel,yes,1997,Front
Hyundai,17250.0,Crossover,97,2.0,Gas,yes,2011,Full
BMW,57000.0,Other,20,3.5,Petrol,yes,2013,Unknown
Chery,3000.0,Sedan,140,1.6,Gas,yes,2008,Front
Volkswagen,7800.0,Van,352,2.5,Diesel,yes,2001,Front
VAZ,3550.0,Sedan,152,1.6,Petrol,yes,2008,Front
Skoda,6777.0,Vagon,123,1.4,Petrol,yes,2007,Front
Nissan,13990.0,Sedan,73,2.5,Petrol,yes,2013,Front
Mitsubishi,2900.0,Sedan,350,1.6,Petrol,yes,1994,Front
Daewoo,4000.0,Sedan,154,1.5,Gas,yes,2008,Front
Honda,16200.0,Sedan,90,2.4,Petrol,yes,2008,Front
Audi,2750.0,Sedan,450,2.5,Diesel,no,1999,Front
Opel,4000.0,Sedan,144,2.2,Petrol,no,2004,Front
Volkswagen,9000.0,Sedan,59,2.0,Petrol,no,2010,Front
BMW,10800.0,Sedan,180,2.0,Petrol,yes,2002,Rear
Ford,10800.0,Sedan,130,1.6,Petrol,yes,2011,Front
VAZ,3450.0,Sedan,110,1.6,Petrol,yes,2008,Front
Nissan,0.0,Crossover,130,2.0,Petrol,yes,2007,Full
BMW,4300.0,Sedan,240,2.5,Diesel,no,2002,Rear
Opel,1390.0,Hatch,270,2.65,Petrol,no,1997,Front
Nissan,18000.0,Hatch,27,2.65,Other,yes,2013,Front
Renault,8000.0,Van,189,1.9,Diesel,yes,2005,Front
Mercedes-Benz,11700.0,Hatch,103,1.5,Petrol,yes,2007,Front
Honda,14800.0,Sedan,140,2.4,Petrol,yes,2008,Front
Kia,16200.0,Crossover,137,2.0,Gas,yes,2012,Front
Opel,1400.0,Sedan,1,2.0,Petrol,yes,1988,Rear
Mercedes-Benz,9300.0,Sedan,270,2.7,Diesel,yes,2001,Rear
Renault,8200.0,Vagon,180,1.6,Gas,yes,2010,Front
Hyundai,13950.0,Sedan,67,1.8,Petrol,yes,2012,Front
Skoda,9700.0,Sedan,130,2.0,Diesel,yes,2009,Front
Lexus,2800.0,Sedan,227,2.0,Diesel,no,2000,Front
VAZ,3100.0,Hatch,198,1.6,Gas,yes,2005,Front
Kia,11500.0,Sedan,100,1.6,Gas,yes,2012,Front
Audi,10700.0,Vagon,222,2.5,Diesel,yes,2005,Front
Hyundai,6999.0,Sedan,103,1.5,Diesel,yes,2008,Front
Toyota,25200.0,Crossover,128,4.0,Gas,yes,2007,Full
Nissan,3400.0,Sedan,220,1.4,Gas,yes,1997,Front
Smart,3450.0,Sedan,155,0.6,Petrol,yes,1999,Rear
BMW,42500.0,Crossover,29,3.0,Petrol,yes,2011,Full
Opel,9300.0,Sedan,189,1.6,Petrol,yes,2011,Front
Mercedes-Benz,12250.0,Other,185,2.2,Diesel,yes,2012,Rear
BMW,38000.0,Sedan,61,2.65,Petrol,yes,2013,Rear
VAZ,1650.0,Other,1,1.3,Gas,yes,1988,Rear
Opel,2700.0,Sedan,278,2.0,Gas,yes,1991,Rear
Jaguar,9800.0,Sedan,240,3.0,Petrol,yes,2001,Full
Toyota,11950.0,Hatch,120,1.4,Petrol,yes,2013,Front
Volkswagen,9750.0,Van,1,1.9,Diesel,yes,2004,Unknown
Volkswagen,18900.0,Hatch,56,2.0,Petrol,yes,2012,Front
Volkswagen,14800.0,Sedan,85,1.4,Petrol,yes,2013,Front
Hyundai,10500.0,Crossover,112,2.0,Petrol,yes,2008,Full
Renault,8800.0,Van,200,1.9,Diesel,yes,2005,Front
Honda,11000.0,Sedan,180,2.0,Petrol,yes,2006,Front
Chevrolet,6550.0,Sedan,134,1.6,Gas,yes,2008,Front
Fiat,3100.0,Hatch,179,1.4,Gas,yes,1992,Front
BMW,33500.0,Sedan,65,2.0,Petrol,yes,2013,Rear
Land Rover,8900.0,Crossover,295,4.6,Gas,yes,2000,Full
Subaru,6500.0,Sedan,226,1.6,Gas,yes,2002,Full
Chevrolet,5400.0,Hatch,137,1.5,Petrol,yes,2006,Front
VAZ,0.0,Sedan,1,1.7,Gas,yes,1973,Rear
Ford,8400.0,Hatch,36,1.3,Petrol,yes,2012,Front
Volkswagen,15800.0,Sedan,56,1.4,Other,yes,2013,Front
Honda,15000.0,Other,180,2.4,Petrol,yes,2008,Front
Renault,10200.0,Van,183,2.0,Diesel,yes,2012,Front
VAZ,1500.0,Hatch,54,1.1,Gas,yes,1992,Front
Chevrolet,3500.0,Van,318,3.1,Petrol,yes,1994,Front
VAZ,2900.0,Hatch,188,2.65,Gas,yes,2005,Front
Volkswagen,8900.0,Hatch,128,1.4,Petrol,yes,2010,Front
Volkswagen,18000.0,Crossover,117,2.5,Diesel,yes,2006,Full
ZAZ,1250.0,Hatch,164,2.65,Petrol,yes,2005,Front
Chery,3000.0,Other,111,1.3,Gas,yes,2007,Front
Peugeot,10800.0,Van,28,1.6,Diesel,yes,2014,Front
Lexus,22200.0,Sedan,172,4.6,Petrol,yes,2008,Rear
Mercedes-Benz,10500.0,Sedan,266,5.0,Gas,yes,2004,Rear
VAZ,2800.0,Sedan,130,85.0,Petrol,yes,2006,Unknown
Toyota,7000.0,Crossover,150,2.0,Petrol,yes,2000,Front
Mazda,1100.0,Sedan,200,2.0,Diesel,yes,1987,Front
Chevrolet,5800.0,Vagon,129,1.8,Gas,yes,2007,Front
Mercedes-Benz,0.0,Van,240,2.2,Diesel,yes,2007,Rear
Mercedes-Benz,49500.0,Crossover,52,3.0,Diesel,yes,2013,Full
Skoda,9300.0,Sedan,140,1.5,Gas,yes,2007,Front
VAZ,3700.0,Sedan,104,1.5,Gas,yes,2008,Front
VAZ,1400.0,Sedan,87,1.6,Petrol,yes,2002,Rear
Seat,24000.0,Hatch,50,1.8,Petrol,yes,2014,Front
Chevrolet,58500.0,Other,1,2.0,Petrol,yes,2016,Rear
Mercedes-Benz,14500.0,Van,171,2.2,Diesel,yes,2011,Rear
Chevrolet,4999.0,Crossover,62,1.7,Petrol,yes,2006,Full
Toyota,16500.0,Crossover,328,4.2,Diesel,yes,1993,Full
Opel,3500.0,Sedan,398,1.8,Gas,yes,1995,Front
Seat,7900.0,Vagon,231,1.6,Petrol,yes,2005,Unknown
Daewoo,2650.0,Sedan,175,1.5,Gas,yes,2007,Front
Suzuki,12000.0,Crossover,103,2.0,Gas,yes,2007,Full
BMW,32000.0,Crossover,138,3.0,Petrol,yes,2009,Full
Hyundai,10300.0,Crossover,184,2.0,Gas,yes,2007,Full
Skoda,6999.0,Hatch,60,1.2,Petrol,yes,2011,Front
Hyundai,7000.0,Sedan,113,1.5,Diesel,yes,2008,Front
Mazda,12500.0,Crossover,95,2.3,Gas,yes,2007,Full
Mercedes-Benz,8700.0,Other,280,2.65,Diesel,yes,2001,Front
Hyundai,5100.0,Hatch,110,1.4,Other,yes,2005,Front
Opel,2800.0,Sedan,319,2.0,Petrol,yes,1989,Front
Toyota,10500.0,Crossover,200,4.5,Gas,yes,1996,Full
Chrysler,12900.0,Hatch,98,2.4,Gas,yes,2009,Front
Volkswagen,2750.0,Vagon,1,1.9,Diesel,no,2001,Front
Hyundai,5400.0,Hatch,133,1.4,Petrol,yes,2004,Front
Infiniti,15900.0,Crossover,110,3.5,Gas,yes,2004,Full
Mitsubishi,6990.0,Crossover,225,2.5,Petrol,yes,1997,Full
Audi,38500.0,Vagon,75,2.0,Diesel,yes,2013,Full
VAZ,4800.0,Sedan,52,1.6,Petrol,yes,2008,Front
Subaru,6500.0,Sedan,140,1.6,Gas,yes,2003,Full
Audi,10500.0,Vagon,198,4.2,Gas,yes,2005,Full
Volkswagen,4300.0,Hatch,217,1.6,Gas,yes,1997,Front
VAZ,0.0,Sedan,198,1.5,Gas,yes,1999,Front
Honda,15400.0,Crossover,137,2.4,Gas,yes,2008,Full
Nissan,9200.0,Van,90,1.6,Gas,yes,2008,Front
Mercedes-Benz,121500.0,Sedan,22,3.0,Diesel,yes,2014,Full
Toyota,12800.0,Sedan,203,2.65,Petrol,yes,2005,Front
Mitsubishi,16000.0,Vagon,174,3.2,Diesel,yes,2006,Full
Skoda,10800.0,Sedan,139,1.8,Petrol,yes,2008,Front
Mercedes-Benz,0.0,Van,173,2.2,Diesel,yes,2011,Rear
Skoda,7500.0,Hatch,205,1.8,Gas,yes,2007,Front
Volkswagen,34500.0,Van,167,2.0,Diesel,yes,2013,Front
BMW,8100.0,Crossover,175,3.0,Gas,no,2005,Full
BMW,14000.0,Crossover,240,4.4,Gas,yes,2002,Full
Fiat,8000.0,Hatch,125,1.2,Petrol,yes,2010,Front
Mazda,6500.0,Other,100,1.3,Petrol,yes,2005,Rear
Chery,6000.0,Hatch,85,1.6,Petrol,yes,2010,Front
Mercedes-Benz,11299.0,Van,1,2.2,Other,yes,2006,Rear
Mitsubishi,5999.0,Van,258,2.65,Diesel,yes,1999,Rear
Citroen,5400.0,Sedan,200,2.0,Petrol,yes,2002,Front
Volkswagen,13300.95,Sedan,0,1.6,Petrol,yes,2016,Front
Volkswagen,17191.2,Sedan,0,1.6,Petrol,yes,2016,Front
Volkswagen,13893.75,Sedan,0,1.6,Petrol,yes,2016,Front
Daewoo,4600.0,Hatch,46,0.8,Petrol,yes,2014,Front
Volkswagen,1950.0,Hatch,94,1.1,Petrol,yes,1982,Front
Volkswagen,17300.0,Crossover,148,3.0,Diesel,yes,2007,Full
Volkswagen,3000.0,Vagon,250,1.9,Diesel,yes,1992,Front
BMW,18000.0,Sedan,180,2.0,Other,no,2011,Rear
Daewoo,2199.0,Sedan,230,10.0,Gas,yes,1997,Front
Skoda,5500.0,Sedan,215,8.0,Petrol,yes,2002,Front
VAZ,6100.0,Sedan,57,1.6,Petrol,yes,2013,Unknown
Renault,9500.0,Van,189,2.0,Diesel,yes,2010,Front
Volkswagen,6500.0,Sedan,320,1.9,Diesel,yes,2001,Front
VAZ,3900.0,Sedan,140,1.6,Gas,yes,2010,Front
Mitsubishi,9200.0,Sedan,163,2.0,Petrol,yes,2008,Front
Kia,2500.0,Sedan,180,1.5,Gas,yes,1994,Unknown
VAZ,3900.0,Hatch,125,1.6,Gas,yes,2007,Front
BMW,9500.0,Sedan,315,2.5,Diesel,yes,2001,Rear
Ford,13500.0,Sedan,98,2.3,Gas,yes,2010,Front
Volkswagen,9700.0,Sedan,201,2.0,Petrol,yes,2007,Front
BMW,8200.0,Sedan,238,3.0,Diesel,no,2004,Rear
BMW,71500.0,Crossover,19,2.5,Diesel,yes,2015,Full
Mazda,8900.0,Sedan,138,1.6,Gas,yes,2007,Front
Nissan,8500.0,Sedan,195,1.6,Petrol,yes,2006,Front
BMW,8999.0,Other,160,1.8,Petrol,yes,1997,Rear
Peugeot,11596.65,Sedan,0,1.2,Petrol,yes,2016,Front
Opel,3500.0,Hatch,22,2.2,Diesel,no,2003,Front
Land Rover,46000.0,Crossover,75,5.0,Petrol,yes,2012,Full
Mercedes-Benz,18500.0,Crossover,1,3.5,Gas,yes,2006,Full
Audi,2400.0,Sedan,305,2.3,Gas,yes,1989,Front
Volkswagen,6400.0,Van,305,2.65,Diesel,yes,2004,Front
Kia,10650.0,Van,180,2.9,Diesel,yes,2008,Front
Mercedes-Benz,9200.0,Van,266,2.2,Diesel,yes,2008,Rear
ZAZ,950.0,Sedan,35,1.1,Petrol,yes,1995,Front
Acura,12900.0,Sedan,126,3.5,Gas,yes,2006,Full
Mazda,2950.0,Sedan,297,1.5,Petrol,yes,1996,Front
Mercedes-Benz,12000.0,Sedan,298,5.0,Petrol,yes,2004,Full
GAZ,1650.0,Sedan,98,2.5,Gas,yes,1993,Unknown
Mitsubishi,6300.0,Crossover,235,3.2,Diesel,no,2001,Full
ZAZ,4000.0,Sedan,75,1.3,Gas,yes,2011,Front
Skoda,12899.0,Vagon,214,1.6,Diesel,yes,2010,Front
Opel,9950.0,Van,161,2.0,Diesel,yes,2013,Front
Mitsubishi,17000.0,Crossover,89,3.8,Petrol,yes,2008,Full
Mercedes-Benz,9000.0,Crossover,220,3.2,Gas,yes,1999,Full
Mercedes-Benz,6000.0,Van,200,2.2,Diesel,yes,2000,Front
Lexus,47500.0,Crossover,4,2.7,Petrol,yes,2015,Front
VAZ,2700.0,Crossover,1,1.7,Petrol,yes,1995,Full
Ford,12226.5,Vagon,91,1.6,Petrol,yes,2012,Front
Mercedes-Benz,300000.0,Other,37,5.0,Petrol,yes,2012,Full
Chevrolet,10140.585,Sedan,136,1.8,Petrol,yes,2013,Front
Toyota,12500.0,Hatch,75,1.4,Diesel,yes,2012,Front
VAZ,3100.0,Hatch,160,1.6,Petrol,yes,2007,Front
BMW,4900.0,Sedan,295,2.0,Petrol,yes,1994,Rear
Mitsubishi,24500.0,Crossover,11,2.5,Diesel,yes,2012,Full
Lexus,75000.0,Sedan,78,4.6,Petrol,yes,2013,Full
Lincoln,12500.0,Crossover,270,5.4,Gas,yes,1998,Full
Volkswagen,24800.0,Sedan,2,1.6,Diesel,yes,2016,Front
Daewoo,4700.0,Other,78,1.5,Petrol,yes,2011,Front
Mercedes-Benz,138000.0,Crossover,0,3.0,Diesel,yes,2016,Full
Volkswagen,10500.0,Sedan,210,5.0,Diesel,yes,2004,Full
Hyundai,9900.0,Vagon,159,1.6,Other,yes,2011,Front
Mercedes-Benz,107000.0,Van,0,2.2,Diesel,yes,2016,Full
VAZ,2900.0,Crossover,115,1.7,Petrol,yes,1995,Full
Mercedes-Benz,6900.0,Van,200,2.3,Diesel,yes,1999,Front
Renault,14999.0,Van,54,66.0,Other,yes,2012,Front
Mitsubishi,18000.0,Crossover,112,3.0,Gas,yes,2008,Full
Honda,17100.0,Sedan,90,2.4,Petrol,yes,2010,Front
Toyota,14699.0,Sedan,155,2.65,Petrol,yes,2006,Front
Nissan,11000.0,Hatch,8,1.4,Petrol,yes,2013,Front
Renault,0.0,Sedan,100,1.4,Petrol,yes,2009,Front
Opel,1400.0,Other,2,1.3,Petrol,yes,1986,Front
Audi,12900.0,Vagon,255,2.5,Diesel,yes,2005,Full
Skoda,8800.0,Sedan,125,2.0,Petrol,yes,2008,Front
BMW,28000.0,Crossover,116,2.65,Petrol,yes,2008,Full
Volkswagen,12300.0,Other,248,1.9,Diesel,yes,2010,Front
Lexus,45000.0,Crossover,125,3.5,Petrol,yes,2013,Full
Mercedes-Benz,9150.0,Sedan,273,2.7,Diesel,yes,2000,Rear
Audi,6200.0,Vagon,316,2.6,Gas,yes,1997,Full
VAZ,4600.0,Vagon,111,1.6,Gas,yes,2012,Front
Peugeot,7350.0,Sedan,205,2.2,Gas,yes,2004,Front
Renault,2950.0,Vagon,280,19.0,Diesel,yes,2000,Front
Audi,3250.0,Sedan,285,2.65,Gas,no,1996,Full
Volkswagen,13900.0,Vagon,122,1.4,Gas,yes,2013,Front
Ford,8900.0,Vagon,260,1.8,Diesel,yes,2008,Front
VAZ,3900.0,Hatch,97,1.6,Petrol,yes,2008,Front
BMW,34500.0,Sedan,45,2.0,Petrol,yes,2013,Full
Mercedes-Benz,11000.0,Van,250,2.2,Diesel,yes,2005,Rear
Toyota,8400.0,Sedan,195,2.4,Gas,yes,2004,Front
Ford,2200.0,Sedan,200,3.0,Gas,yes,1993,Front
Chevrolet,6100.0,Sedan,205,1.8,Gas,yes,2005,Front
Volkswagen,10900.0,Other,287,2.5,Other,yes,2004,Front
Nissan,11999.0,Crossover,207,3.5,Petrol,yes,2006,Full
Lexus,48000.0,Crossover,76,4.6,Gas,yes,2010,Full
Nissan,8300.0,Crossover,123,1.5,Diesel,no,2010,Front
Daewoo,3600.0,Sedan,85,1.4,Petrol,yes,2007,Front
VAZ,4650.0,Sedan,68,1.4,Petrol,yes,2011,Front
Daewoo,3800.0,Sedan,197,1.5,Gas,yes,2003,Front
Nissan,11900.0,Crossover,193,2.0,Petrol,yes,2008,Full
Ford,7900.0,Van,250,1.8,Diesel,yes,2007,Front
BMW,23000.0,Other,100,2.65,Other,yes,2005,Unknown
Skoda,15500.0,Vagon,180,1.8,Petrol,yes,2011,Front
Fiat,4500.0,Van,155,1.3,Diesel,yes,2010,Front
Chevrolet,4550.0,Hatch,59,1.5,Petrol,yes,2005,Front
Ford,2950.0,Other,230,1.3,Gas,yes,1999,Front
VAZ,8800.0,Crossover,96,1.7,Petrol,yes,2011,Full
BMW,3200.0,Sedan,178,1.9,Petrol,no,2001,Rear
Ford,6750.0,Van,147,1.6,Diesel,yes,2005,Front
Opel,2000.0,Vagon,95,1.6,Petrol,yes,1990,Front
Nissan,4088.0,Sedan,115,3.0,Other,yes,1993,Front
Fiat,5200.0,Van,265,1.9,Diesel,yes,2003,Front
Audi,7200.0,Sedan,250,2.4,Gas,yes,1998,Front
Mercedes-Benz,11800.0,Van,165,2.2,Diesel,yes,2012,Rear
Hyundai,10500.0,Crossover,135,2.0,Gas,yes,2008,Full
Lexus,12300.0,Other,90,4.3,Petrol,yes,2002,Rear
BMW,5400.0,Crossover,250,3.0,Petrol,no,2003,Full
Lexus,24100.0,Sedan,122,4.6,Petrol,yes,2008,Rear
BMW,5500.0,Sedan,402,2.0,Petrol,yes,1988,Unknown
Skoda,9600.0,Hatch,88,1.8,Other,yes,2007,Front
Mercedes-Benz,5200.0,Other,220,3.2,Petrol,no,2004,Rear
Hummer,19800.0,Other,0,2.65,Other,yes,2006,Unknown
Mercedes-Benz,18700.0,Other,142,2.2,Diesel,yes,2007,Rear
Chevrolet,23500.0,Crossover,76,2.2,Diesel,yes,2013,Full
Hyundai,11999.0,Sedan,108,1.6,Gas,yes,2011,Unknown
VAZ,7035.795,Sedan,0,1.6,Petrol,yes,2016,Front
Mazda,13200.0,Sedan,143,2.3,Petrol,yes,2007,Full
Ford,5700.0,Van,131,1.8,Diesel,yes,2004,Front
VAZ,1800.0,Other,12,1.5,Petrol,yes,1991,Front
Toyota,26900.0,Crossover,115,4.0,Gas,yes,2008,Full
Volkswagen,22900.0,Sedan,48,2.0,Petrol,yes,2013,Front
Daewoo,3200.0,Sedan,123,1.3,Gas,yes,2006,Front
